휴양림명,구분,지역,지자체,1월 일반예약 오픈일시(복수),2월 일반예약 오픈일시(복수),3월 일반예약 오픈일시(복수),4월 일반예약 오픈일시(복수),5월 일반예약 오픈일시(복수),6월 일반예약 오픈일시(복수),7월 일반예약 오픈일시(복수),8월 일반예약 오픈일시(복수),9월 일반예약 오픈일시(복수),10월 일반예약 오픈일시(복수),11월 일반예약 오픈일시(복수),12월 일반예약 오픈일시(복수)
유명산 자연휴양림,국립,서울인천경기,가평군,2025-01-04 09:00; 2025-01-10 16:00; 2025-01-15 09:00; 2025-01-22 09:00,2025-02-04 09:00; 2025-02-10 16:00; 2025-02-15 09:00; 2025-02-19 09:00,2025-03-04 09:00; 2025-03-10 16:00; 2025-03-15 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-04 09:00; 2025-04-10 16:00; 2025-04-15 09:00; 2025-04-16 09:00; 2025-04-23 09:00,2025-05-04 09:00; 2025-05-10 16:00; 2025-05-15 09:00; 2025-05-21 09:00,2025-06-04 09:00; 2025-06-09 09:00; 2025-06-10 16:00; 2025-06-15 09:00; 2025-06-16 18:00; 2025-06-17 10:00; 2025-06-19 10:00; 2025-06-26 10:00,2025-07-04 09:00; 2025-07-10 16:00; 2025-07-15 09:00; 2025-07-16 09:00; 2025-07-23 09:00,2025-08-04 09:00; 2025-08-10 16:00; 2025-08-15 09:00; 2025-08-20 09:00,2025-09-04 09:00; 2025-09-10 16:00; 2025-09-15 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-04 09:00; 2025-10-10 16:00; 2025-10-15 09:00; 2025-10-22 09:00,2025-11-04 09:00; 2025-11-10 16:00; 2025-11-15 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
아세안 자연휴양림,국립,서울인천경기,양주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
평창자연휴양림,공립,강원,평창군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
가리산 자연휴양림,공립,강원,홍천군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
성불산자연휴양림,공립,충북,괴산군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
조령산 자연휴양림,공립,충북,괴산군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
소백산자연휴양림,공립,충북,단양군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
소선암자연휴양림,공립,충북,단양군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
속리산숲체험휴양마을,공립,충북,보은군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
충북알프스자연휴양림,공립,충북,보은군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
민주지산자연휴양림,공립,충북,영동군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
장령산자연휴양림,공립,충북,옥천군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
백야자연휴양림,공립,충북,음성군,2025-01-01 10:00; 2025-01-08 10:00; 2025-01-15 10:00; 2025-01-22 10:00; 2025-01-29 10:00,2025-02-05 10:00; 2025-02-12 10:00; 2025-02-19 10:00; 2025-02-26 10:00,2025-03-05 10:00; 2025-03-12 10:00; 2025-03-19 10:00; 2025-03-26 10:00,2025-04-02 10:00; 2025-04-09 10:00; 2025-04-16 10:00; 2025-04-23 10:00; 2025-04-30 10:00,2025-05-07 10:00; 2025-05-14 10:00; 2025-05-21 10:00; 2025-05-28 10:00,2025-06-04 10:00; 2025-06-11 10:00; 2025-06-18 10:00; 2025-06-25 10:00,2025-07-02 10:00; 2025-07-09 10:00; 2025-07-16 10:00; 2025-07-23 10:00; 2025-07-30 10:00,2025-08-06 10:00; 2025-08-13 10:00; 2025-08-20 10:00; 2025-08-27 10:00,2025-09-03 10:00; 2025-09-10 10:00; 2025-09-17 10:00; 2025-09-24 10:00,2025-10-01 10:00; 2025-10-08 10:00; 2025-10-15 10:00; 2025-10-22 10:00; 2025-10-29 10:00,2025-11-05 10:00; 2025-11-12 10:00; 2025-11-19 10:00; 2025-11-26 10:00,
수레의산자연휴양림,공립,충북,음성군,2025-01-01 10:00; 2025-01-08 10:00; 2025-01-15 10:00; 2025-01-22 10:00; 2025-01-29 10:00,2025-02-05 10:00; 2025-02-12 10:00; 2025-02-19 10:00; 2025-02-26 10:00,2025-03-05 10:00; 2025-03-12 10:00; 2025-03-19 10:00; 2025-03-26 10:00,2025-04-02 10:00; 2025-04-09 10:00; 2025-04-16 10:00; 2025-04-23 10:00; 2025-04-30 10:00,2025-05-07 10:00; 2025-05-14 10:00; 2025-05-21 10:00; 2025-05-28 10:00,2025-06-04 10:00; 2025-06-11 10:00; 2025-06-18 10:00; 2025-06-25 10:00,2025-07-02 10:00; 2025-07-09 10:00; 2025-07-16 10:00; 2025-07-23 10:00; 2025-07-30 10:00,2025-08-06 10:00; 2025-08-13 10:00; 2025-08-20 10:00; 2025-08-27 10:00,2025-09-03 10:00; 2025-09-10 10:00; 2025-09-17 10:00; 2025-09-24 10:00,2025-10-01 10:00; 2025-10-08 10:00; 2025-10-15 10:00; 2025-10-22 10:00; 2025-10-29 10:00,2025-11-05 10:00; 2025-11-12 10:00; 2025-11-19 10:00; 2025-11-26 10:00,
박달재자연휴양림,공립,충북,제천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
옥전자연휴양림,공립,충북,제천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
좌구산휴양랜드,공립,충북,증평군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
생거진천자연휴양림,공립,충북,진천군,2025-01-01 13:00; 2025-01-08 13:00; 2025-01-15 13:00; 2025-01-22 13:00; 2025-01-29 13:00,2025-02-05 13:00; 2025-02-12 13:00; 2025-02-19 13:00; 2025-02-26 13:00,2025-03-05 13:00; 2025-03-12 13:00; 2025-03-19 13:00; 2025-03-26 13:00,2025-04-02 13:00; 2025-04-09 13:00; 2025-04-16 13:00; 2025-04-23 13:00; 2025-04-30 13:00,2025-05-07 13:00; 2025-05-14 13:00; 2025-05-21 13:00; 2025-05-28 13:00,2025-06-04 13:00; 2025-06-11 13:00; 2025-06-18 13:00; 2025-06-25 13:00,2025-07-02 13:00; 2025-07-09 13:00; 2025-07-16 13:00; 2025-07-23 13:00; 2025-07-30 13:00,2025-08-06 13:00; 2025-08-13 13:00; 2025-08-20 13:00; 2025-08-27 13:00,2025-09-03 13:00; 2025-09-10 13:00; 2025-09-17 13:00; 2025-09-24 13:00,2025-10-01 13:00; 2025-10-08 13:00; 2025-10-15 13:00; 2025-10-22 13:00; 2025-10-29 13:00,2025-11-05 13:00; 2025-11-12 13:00; 2025-11-19 13:00; 2025-11-26 13:00,
옥화자연휴양림,공립,충북,청주시 상당구,2025-01-01 10:00; 2025-01-08 10:00; 2025-01-15 10:00; 2025-01-22 10:00; 2025-01-29 10:00,2025-02-05 10:00; 2025-02-12 10:00; 2025-02-19 10:00; 2025-02-26 10:00,2025-03-05 10:00; 2025-03-12 10:00; 2025-03-19 10:00; 2025-03-26 10:00,2025-04-02 10:00; 2025-04-09 10:00; 2025-04-16 10:00; 2025-04-23 10:00; 2025-04-30 10:00,2025-05-07 10:00; 2025-05-14 10:00; 2025-05-21 10:00; 2025-05-28 10:00,2025-06-04 10:00; 2025-06-11 10:00; 2025-06-18 10:00; 2025-06-25 10:00,2025-07-02 10:00; 2025-07-09 10:00; 2025-07-16 10:00; 2025-07-23 10:00; 2025-07-30 10:00,2025-08-06 10:00; 2025-08-13 10:00; 2025-08-20 10:00; 2025-08-27 10:00,2025-09-03 10:00; 2025-09-10 10:00; 2025-09-17 10:00; 2025-09-24 10:00,2025-10-01 10:00; 2025-10-08 10:00; 2025-10-15 10:00; 2025-10-22 10:00; 2025-10-29 10:00,2025-11-05 10:00; 2025-11-12 10:00; 2025-11-19 10:00; 2025-11-26 10:00,
계명산자연휴양림,공립,충북,충주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
문성자연휴양림,공립,충북,충주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
봉황자연휴양림,공립,충북,충주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
공주산림휴양마을,공립,대전충남,공주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
